id_venta,id_cliente,fecha_venta
1396,71,2024-08-06
1397,62,2024-08-06
1398,29,2024-08-06
1399,55,2024-08-07
1400,6,2024-08-09
1401,20,2024-08-09
1402,21,2024-08-10
1403,56,2024-08-10
1404,8,2024-08-12
1405,82,2024-08-13
1406,20,2024-08-15
1407,20,2024-08-16
1408,61,2024-08-17
1409,67,2024-08-17
1410,64,2024-08-20
1411,9,2024-08-21
1412,34,2024-08-22
1413,38,2024-08-23
1414,87,2024-08-24
1415,10,2024-08-25
1416,13,2024-08-25
1417,40,2024-08-25
1418,16,2024-08-25
1419,70,2024-08-28
1420,81,2024-08-28
1421,58,2024-08-30
1422,48,2024-09-01
1423,83,2024-09-01
1424,28,2024-09-02
1425,68,2024-09-02
1426,21,2024-09-02
1427,8,2024-09-03
1428,8,2024-09-04
1429,4,2024-09-04
1430,13,2024-09-04
1431,41,2024-09-05
1432,39,2024-09-06
1433,22,2024-09-07
1434,62,2024-09-07
1435,40,2024-09-08
1436,15,2024-09-10
1437,63,2024-09-10
1438,102,2024-09-11
1439,30,2024-09-11
1440,52,2024-09-12
1441,18,2024-09-13
1442,15,2024-09-13
1443,13,2024-09-14
1444,64,2024-09-14
1445,3,2024-09-14
1446,68,2024-09-17
1447,29,2024-09-17
1448,57,2024-09-18
1449,18,2024-09-19
1450,99,2024-09-19
1451,58,2024-09-20
1452,50,2024-09-23
1453,2,2024-09-23
1454,4,2024-09-24
1455,2,2024-09-24
1456,83,2024-09-24
1457,65,2024-09-24
1458,15,2024-09-28
1459,13,2024-09-28
1460,2,2024-09-29
1461,19,2024-09-30
1462,15,2024-10-01
1463,3,2024-10-03
1464,30,2024-10-04
1465,23,2024-10-05
1466,49,2024-10-08
1467,64,2024-10-10
1468,75,2024-10-11
1469,85,2024-10-12
1470,7,2024-10-12
1471,17,2024-10-12
1472,65,2024-10-13
1473,6,2024-10-14
1474,18,2024-10-15
1475,2,2024-10-16
1476,95,2024-10-20
1477,5,2024-10-20
1478,3,2024-10-21
1479,12,2024-10-25
1480,107,2024-10-26
1481,28,2024-10-27
1482,3,2024-10-30
1483,49,2024-10-30
1484,3,2024-11-01
1485,2,2024-11-02
1486,15,2024-11-02
1487,14,2024-11-03
1488,36,2024-11-04
1489,24,2024-11-04
1490,45,2024-11-05
1491,69,2024-11-05
1492,31,2024-11-05
1493,83,2024-11-07
1494,56,2024-11-07
1495,58,2024-11-10
1496,7,2024-11-10
1497,49,2024-11-11
1498,78,2024-11-11
1499,88,2024-11-14
1500,3,2024-11-16
1501,14,2024-11-16
1502,73,2024-11-17
1503,28,2024-11-18
1504,1,2024-11-18
1505,35,2024-11-20
1506,45,2024-11-20
1507,58,2024-11-21
1508,61,2024-11-22
1509,53,2024-11-23
1510,59,2024-11-23
1511,56,2024-11-23
1512,6,2024-11-25
1513,90,2024-11-26
1514,85,2024-11-28
1515,23,2024-11-29
1516,80,2024-11-30
1517,11,2024-12-05
1518,18,2024-12-06
1519,63,2024-12-07
1520,26,2024-12-08
1521,65,2024-12-09
1522,8,2024-12-10
1523,10,2024-12-10
1524,61,2024-12-10
1525,11,2024-12-12
1526,4,2024-12-13
1527,18,2024-12-13
1528,17,2024-12-13
1529,25,2024-12-13
1530,43,2024-12-14
1531,18,2024-12-15
1532,49,2024-12-16
1533,79,2024-12-16
1534,34,2024-12-16
1535,4,2024-12-17
1536,58,2024-12-17
1537,7,2024-12-17
1538,8,2024-12-20
1539,9,2024-12-21
1540,5,2024-12-22
1541,24,2024-12-23
1542,24,2024-12-27
1543,5,2024-12-28
1544,82,2024-12-28
1545,61,2024-12-29
1546,15,2024-12-30
1547,22,2024-12-30
1548,71,2024-12-30
1549,9,2024-12-30
1550,12,2024-12-31
1551,35,2025-01-01
1552,57,2025-01-01
1553,25,2025-01-05
1554,77,2025-01-06
1555,44,2025-01-07
1556,33,2025-01-07
1557,90,2025-01-07
1558,28,2025-01-12
1559,14,2025-01-15
1560,9,2025-01-16
1561,14,2025-01-17
1562,58,2025-01-18
1563,35,2025-01-19
1564,50,2025-01-20
1565,7,2025-01-21
1566,41,2025-01-23
1567,94,2025-01-23
1568,21,2025-01-27
1569,55,2025-01-27
1570,89,2025-01-29
1571,75,2025-01-29
1572,87,2025-01-31
1573,82,2025-01-31
1574,37,2025-02-02
1575,14,2025-02-02
1576,12,2025-02-03
1577,70,2025-02-04
1578,19,2025-02-05
1579,79,2025-02-06
1580,13,2025-02-08
1581,82,2025-02-11
1582,24,2025-02-12
1583,100,2025-02-16
1584,104,2025-02-16
1585,86,2025-02-18
1586,37,2025-02-20
1587,33,2025-02-20
1588,105,2025-02-21
1589,8,2025-02-23
1590,77,2025-02-23
1591,56,2025-02-23
1592,64,2025-03-01
1593,91,2025-03-02
1594,15,2025-03-03
1595,5,2025-03-03
1596,105,2025-03-05
1597,11,2025-03-07
1598,14,2025-03-09
1599,6,2025-03-10
1600,22,2025-03-13
1601,49,2025-03-13
1602,4,2025-03-13
1603,20,2025-03-18
1604,17,2025-03-19
1605,62,2025-03-20
1606,20,2025-03-21
1607,14,2025-03-22
1608,64,2025-03-24
1609,20,2025-03-25
1610,13,2025-03-27
1611,56,2025-04-01
1612,16,2025-04-02
1613,24,2025-04-02
1614,29,2025-04-02
1615,30,2025-04-02
1616,39,2025-04-03
1617,77,2025-04-03
1618,86,2025-04-04
1619,82,2025-04-05
1620,7,2025-04-06
1621,9,2025-04-06
1622,21,2025-04-06
1623,1,2025-04-07
1624,20,2025-04-08
1625,6,2025-04-10
1626,73,2025-04-11
1627,16,2025-04-13
1628,90,2025-04-16
1629,30,2025-04-16
1630,77,2025-04-17
1631,12,2025-04-19
1632,4,2025-04-20
1633,97,2025-04-21
1634,79,2025-04-22
1635,42,2025-04-24
1636,19,2025-04-24
1637,20,2025-04-27
1638,69,2025-04-27
1639,53,2025-04-28
1640,78,2025-04-29
1641,77,2025-04-29
1642,19,2025-04-29
1643,62,2025-04-30
1644,6,2025-05-01
1645,35,2025-05-01
1646,13,2025-05-03
1647,68,2025-05-04
1648,63,2025-05-05
1649,80,2025-05-05
1650,33,2025-05-06
1651,55,2025-05-08
1652,13,2025-05-09
1653,20,2025-05-10
1654,33,2025-05-11
1655,22,2025-05-15
1656,108,2025-05-15
1657,31,2025-05-17
1658,10,2025-05-18
1659,42,2025-05-23
1660,5,2025-05-24
1661,56,2025-05-26
1662,16,2025-05-26
1663,65,2025-05-31
1664,11,2025-06-04
1665,5,2025-06-04
1666,13,2025-06-04
1667,1,2025-06-05
1668,24,2025-06-06
1669,12,2025-06-07
1670,7,2025-06-08
1671,23,2025-06-09
1672,58,2025-06-09
1673,13,2025-06-11
1674,89,2025-06-11
1675,28,2025-06-12
1676,2,2025-06-12
1677,36,2025-06-17
1678,10,2025-06-19
1679,25,2025-06-21
1680,5,2025-06-22
1681,66,2025-06-24
1682,4,2025-06-26
1683,22,2025-06-26
1684,15,2025-06-26
1685,33,2025-06-27
1686,71,2025-06-28
1687,53,2025-06-28
1688,56,2025-06-30
1689,78,2025-06-30
1690,18,2025-07-01
1691,22,2025-07-01
1692,5,2025-07-01
1693,97,2025-07-02
1694,20,2025-07-05
1695,15,2025-07-06
1696,83,2025-07-06
1697,8,2025-07-07
1698,48,2025-07-10
1699,43,2025-07-10
1700,8,2025-07-11
1701,58,2025-07-14
1702,3,2025-07-14
1703,4,2025-07-14
1704,30,2025-07-15
1705,57,2025-07-15
1706,11,2025-07-16
1707,41,2025-07-17
1708,46,2025-07-17
1709,13,2025-07-20
1710,9,2025-07-22
1711,33,2025-07-22
1712,28,2025-07-22
1713,18,2025-07-22
1714,82,2025-07-23
1715,13,2025-07-23
1716,53,2025-07-23
1717,69,2025-07-24
1718,106,2025-07-25
1719,15,2025-07-27
1720,22,2025-07-27
1721,74,2025-07-30
1722,16,2025-07-30
1723,19,2025-07-31
1724,47,2025-08-02
1725,74,2025-08-03
1726,77,2025-08-04
1727,104,2025-08-04
1728,12,2025-08-05
1729,22,2025-08-05
1730,22,2025-08-05
1731,72,2025-08-08
1732,13,2025-08-08
1733,21,2025-08-09
1734,71,2025-08-09
1735,8,2025-08-11
1736,14,2025-08-12
1737,32,2025-08-12
1738,3,2025-08-12
1739,66,2025-08-13
1740,9,2025-08-13
1741,23,2025-08-13
1742,55,2025-08-14
1743,14,2025-08-14
1744,22,2025-08-16
1745,41,2025-08-18
1746,14,2025-08-18
1747,13,2025-08-20
1748,5,2025-08-22
1749,36,2025-08-22
1750,62,2025-08-23
1751,18,2025-08-23
1752,67,2025-08-24
1753,84,2025-08-24
1754,41,2025-08-26
1755,11,2025-08-26
1756,78,2025-08-28
1757,7,2025-08-28
1758,10,2025-08-29
1759,14,2025-08-30
1760,2,2025-08-30
1761,33,2025-08-30
1762,3,2025-09-03
1763,50,2025-09-06
1764,12,2025-09-07
1765,12,2025-09-08
1766,52,2025-09-11
1767,94,2025-09-11
1768,69,2025-09-11
1769,40,2025-09-12
1770,21,2025-09-14
1771,16,2025-09-14
1772,31,2025-09-15
1773,51,2025-09-20
1774,5,2025-09-20
1775,22,2025-09-20
1776,19,2025-09-21
1777,37,2025-09-21
1778,54,2025-09-21
1779,3,2025-09-21
1780,13,2025-09-22
1781,73,2025-09-22
1782,66,2025-09-23
1783,23,2025-09-24
1784,94,2025-09-26
1785,85,2025-09-28
1786,55,2025-09-28
1787,22,2025-09-29
1788,9,2025-09-30
1789,80,2025-10-01
1790,34,2025-10-02
1791,21,2025-10-02
1792,75,2025-10-02
1793,79,2025-10-03
1794,4,2025-10-04
1795,35,2025-10-04
1796,66,2025-10-05
1797,7,2025-10-05
1798,21,2025-10-08
1799,49,2025-10-08
1800,17,2025-10-10
1801,18,2025-10-11
1802,5,2025-10-13
1803,40,2025-10-13
1804,22,2025-10-13
1805,63,2025-10-15
1806,59,2025-10-15
1807,68,2025-10-19
1808,28,2025-10-20
1809,3,2025-10-21
1810,9,2025-10-22
1811,36,2025-10-23
1812,24,2025-10-24
1813,62,2025-10-25
1814,21,2025-10-25
1815,11,2025-10-25
1816,73,2025-10-25
1817,71,2025-10-26
1818,9,2025-10-28
1819,55,2025-10-29
1820,22,2025-10-31
1821,5,2025-10-31
1822,64,2025-10-31
1823,13,2025-11-02
1824,12,2025-11-02
1825,1,2025-11-02
1826,54,2025-11-03
1827,14,2025-11-03
1828,24,2025-11-04
1829,38,2025-11-04
1830,97,2025-11-05
1831,52,2025-11-05
1832,20,2025-11-05
1833,83,2025-11-07
1834,1,2025-11-07
1835,63,2025-11-10
1836,86,2025-11-10
1837,56,2025-11-10
1838,65,2025-11-10
1839,48,2025-11-11
1840,58,2025-11-13
1841,5,2025-11-13
1842,8,2025-11-13
1843,52,2025-11-18
1844,38,2025-11-18
1845,22,2025-11-18
1846,54,2025-11-21
1847,28,2025-11-21
1848,93,2025-11-21
1849,64,2025-11-22
1850,23,2025-11-22
1851,48,2025-11-22
1852,64,2025-11-24
1853,9,2025-11-24
1854,86,2025-11-24
1855,11,2025-11-24
1856,37,2025-11-25
1857,19,2025-11-27
1858,7,2025-11-28
1859,44,2025-11-28
1860,14,2025-11-29
1861,17,2025-11-30
1862,19,2025-11-30
1863,50,2025-12-01
1864,23,2025-12-02
1865,59,2025-12-04
1866,6,2025-12-04
1867,52,2025-12-04
1868,36,2025-12-05
1869,78,2025-12-05
1870,9,2025-12-06
1871,85,2025-12-08
1872,83,2025-12-08
1873,6,2025-12-08
1874,5,2025-12-12
1875,1,2025-12-12
1876,16,2025-12-13
1877,89,2025-12-13
1878,9,2025-12-15
1879,4,2025-12-15
1880,72,2025-12-16
1881,5,2025-12-17
1882,54,2025-12-18
1883,39,2025-12-19
1884,15,2025-12-19
1885,4,2025-12-19
1886,15,2025-12-20
1887,33,2025-12-21
1888,40,2025-12-22
1889,15,2025-12-23
1890,24,2025-12-23
1891,16,2025-12-24
1892,18,2025-12-25
1893,51,2025-12-25
1894,23,2025-12-25
1895,51,2025-12-26
1896,1,2025-12-27
1897,7,2025-12-28
1898,84,2025-12-29
1899,4,2025-12-30
1900,6,2025-12-31
